Country,year,pop,region,life_exp,fertility
Afghanistan,2003,25678639.0,South Asia,56.122,7.321000000000001
Afghanistan,2004,26693486.0,South Asia,56.583,7.136
Afghanistan,2005,27614718.0,South Asia,57.071000000000005,6.93
Afghanistan,2006,28420974.0,South Asia,57.582,6.702000000000001
Afghanistan,2007,29145841.0,South Asia,58.102,6.456
Afghanistan,2008,29839994.0,South Asia,58.618,6.196000000000001
Afghanistan,2009,30577756.0,South Asia,59.123999999999995,5.928
Afghanistan,2010,31411743.0,South Asia,59.611999999999995,5.659
Afghanistan,2011,32358260.0,South Asia,60.07899999999999,5.395
Afghanistan,2012,33397058.0,South Asia,60.523999999999994,5.141
Afghanistan,2013,34499915.0,South Asia,60.946999999999996,4.9
Albania,1964,1817098.0,Europe & Central Asia,65.475,5.711
Albania,1965,1869942.0,Europe & Central Asia,65.863,5.593999999999999
Albania,1966,1922993.0,Europe & Central Asia,66.122,5.483
Albania,1967,1976140.0,Europe & Central Asia,66.316,5.376
Albania,1968,2029314.0,Europe & Central Asia,66.5,5.268
Albania,1969,2082474.0,Europe & Central Asia,66.702,5.16
Albania,1970,2135599.0,Europe & Central Asia,66.94800000000001,5.05
Albania,1971,2188650.0,Europe & Central Asia,67.251,4.933
Albania,1972,2241623.0,Europe & Central Asia,67.595,4.809
Albania,1973,2294578.0,Europe & Central Asia,67.96600000000001,4.677
Albania,1974,2347607.0,Europe & Central Asia,68.35600000000001,4.538
Albania,1975,2400801.0,Europe & Central Asia,68.748,4.393
Albania,1976,2454255.0,Europe & Central Asia,69.12100000000001,4.244
Albania,1977,2508026.0,Europe & Central Asia,69.459,4.093999999999999
Albania,1978,2562121.0,Europe & Central Asia,69.753,3.947
Albania,1979,2616530.0,Europe & Central Asia,70.001,3.807
Albania,1980,2671300.0,Europe & Central Asia,70.218,3.678
Albania,1981,2725029.0,Europe & Central Asia,70.426,3.562
Albania,1982,2777592.0,Europe & Central Asia,70.646,3.46
Albania,1983,2831682.0,Europe & Central Asia,70.88600000000001,3.372
Albania,1984,2891004.0,Europe & Central Asia,71.14399999999999,3.2969999999999997
Albania,1985,2957390.0,Europe & Central Asia,71.398,3.233
Albania,1986,3033393.0,Europe & Central Asia,71.615,3.177
Albania,1987,3116009.0,Europe & Central Asia,71.77,3.1260000000000003
Albania,1988,3194854.0,Europe & Central Asia,71.85300000000001,3.075
Albania,1989,3255859.0,Europe & Central Asia,71.87,3.023
Albania,1990,3289483.0,Europe & Central Asia,71.842,2.97
Albania,1991,3291695.0,Europe & Central Asia,71.79899999999999,2.917
Albania,1992,3266983.0,Europe & Central Asia,71.779,2.867
Albania,1993,3224901.0,Europe & Central Asia,71.813,2.819
Albania,1994,3179442.0,Europe & Central Asia,71.92,2.772
Albania,1995,3141102.0,Europe & Central Asia,72.117,2.7230000000000003
Albania,1996,3112597.0,Europe & Central Asia,72.415,2.67
Albania,1997,3091902.0,Europe & Central Asia,72.796,2.611
Albania,1998,3079037.0,Europe & Central Asia,73.235,2.543
Albania,1999,3072725.0,Europe & Central Asia,73.71300000000001,2.467
Albania,2000,3071856.0,Europe & Central Asia,74.2,2.383
Albania,2001,3077378.0,Europe & Central Asia,74.664,2.291
Albania,2002,3089778.0,Europe & Central Asia,75.081,2.195
Albania,2003,3106701.0,Europe & Central Asia,75.437,2.097
Albania,2004,3124861.0,Europe & Central Asia,75.725,2.004
Albania,2005,3141800.0,Europe & Central Asia,75.949,1.919
Albania,2006,3156607.0,Europe & Central Asia,76.124,1.849
Albania,2007,3169665.0,Europe & Central Asia,76.278,1.796
Albania,2008,3181397.0,Europe & Central Asia,76.433,1.761
Albania,2009,3192723.0,Europe & Central Asia,76.598,1.744
Albania,2010,3204284.0,Europe & Central Asia,76.78,1.7409999999999999
Albania,2011,3215988.0,Europe & Central Asia,76.979,1.7480000000000002
Albania,2012,3227373.0,Europe & Central Asia,77.185,1.76
Albania,2013,3238316.0,Europe & Central Asia,77.392,1.771
Algeria,1964,11654905.0,Middle East & North Africa,47.953,7.653
Algeria,1965,11923002.0,Middle East & North Africa,48.388999999999996,7.655
Algeria,1966,12229853.0,Middle East & North Africa,48.806000000000004,7.657
Algeria,1967,12572629.0,Middle East & North Africa,49.205,7.6579999999999995
Algeria,1968,12945462.0,Middle East & North Africa,49.592,7.657
Algeria,1969,13338918.0,Middle East & North Africa,49.976000000000006,7.652
Algeria,1970,13746185.0,Middle East & North Africa,50.36600000000001,7.641
Algeria,1971,14165889.0,Middle East & North Africa,50.766999999999996,7.622000000000001
Algeria,1972,14600659.0,Middle East & North Africa,51.195,7.591
Algeria,1973,15052371.0,Middle East & North Africa,51.67,7.547999999999999
Algeria,1974,15524137.0,Middle East & North Africa,52.213,7.492000000000001
Algeria,1975,16018195.0,Middle East & North Africa,52.861000000000004,7.422000000000001
Algeria,1976,16533323.0,Middle East & North Africa,53.656000000000006,7.3389999999999995
Algeria,1977,17068212.0,Middle East & North Africa,54.605,7.244
Algeria,1978,17624756.0,Middle East & North Africa,55.696999999999996,7.138
Algeria,1979,18205468.0,Middle East & North Africa,56.907,7.021
Algeria,1980,18811199.0,Middle East & North Africa,58.198,6.888999999999999
Algeria,1981,19442423.0,Middle East & North Africa,59.523999999999994,6.7410000000000005
Algeria,1982,20095648.0,Middle East & North Africa,60.826,6.5760000000000005
Algeria,1983,20762767.0,Middle East & North Africa,62.051,6.392
Algeria,1984,21433070.0,Middle East & North Africa,63.16,6.192
Algeria,1985,22098298.0,Middle East & North Africa,64.12,5.976
Algeria,1986,22753511.0,Middle East & North Africa,64.911,5.747000000000001
Algeria,1987,23398470.0,Middle East & North Africa,65.554,5.507999999999999
Algeria,1988,24035237.0,Middle East & North Africa,66.072,5.263
Algeria,1989,24668100.0,Middle East & North Africa,66.479,5.013999999999999
Algeria,1990,25299182.0,Middle East & North Africa,66.796,4.761
Algeria,1991,25930560.0,Middle East & North Africa,67.04899999999999,4.503
Algeria,1992,26557969.0,Middle East & North Africa,67.265,4.238
Algeria,1993,27169903.0,Middle East & North Africa,67.468,3.971
Algeria,1994,27751086.0,Middle East & North Africa,67.67399999999999,3.705
Algeria,1995,28291591.0,Middle East & North Africa,67.893,3.449
Algeria,1996,28786855.0,Middle East & North Africa,68.123,3.207
Algeria,1997,29242917.0,Middle East & North Africa,68.35,2.987
Algeria,1998,29673694.0,Middle East & North Africa,68.565,2.7939999999999996
Algeria,1999,30099010.0,Middle East & North Africa,68.76899999999999,2.634
Algeria,2000,30533827.0,Middle East & North Africa,68.96300000000001,2.5140000000000002
Algeria,2001,30982214.0,Middle East & North Africa,69.149,2.439
Algeria,2002,31441848.0,Middle East & North Africa,69.33,2.407
Algeria,2003,31913462.0,Middle East & North Africa,69.508,2.412
Algeria,2004,32396048.0,Middle East & North Africa,69.682,2.448
Algeria,2005,32888449.0,Middle East & North Africa,69.854,2.5069999999999997
Algeria,2006,33391954.0,Middle East & North Africa,70.02,2.58
Algeria,2007,33906605.0,Middle East & North Africa,70.18,2.656
Algeria,2008,34428028.0,Middle East & North Africa,70.332,2.725
Algeria,2009,34950168.0,Middle East & North Africa,70.477,2.781
Algeria,2010,35468208.0,Middle East & North Africa,70.615,2.8169999999999997
Algeria,2011,35980193.0,Middle East & North Africa,70.747,2.8289999999999997
Algeria,2012,36485828.0,Middle East & North Africa,70.874,2.82
Algeria,2013,36983924.0,Middle East & North Africa,71.0,2.795
American Samoa,1964,22672.0,East Asia & Pacific,,
American Samoa,1965,23480.0,East Asia & Pacific,,
American Samoa,1966,24283.0,East Asia & Pacific,,
American Samoa,1967,25087.0,East Asia & Pacific,,
American Samoa,1968,25869.0,East Asia & Pacific,,
American Samoa,1969,26608.0,East Asia & Pacific,,
American Samoa,1970,27288.0,East Asia & Pacific,,
American Samoa,1971,27907.0,East Asia & Pacific,,
American Samoa,1972,28470.0,East Asia & Pacific,,
American Samoa,1973,28983.0,East Asia & Pacific,,
American Samoa,1974,29453.0,East Asia & Pacific,,
American Samoa,1975,29897.0,East Asia & Pacific,,
American Samoa,1976,30305.0,East Asia & Pacific,,
American Samoa,1977,30696.0,East Asia & Pacific,,
American Samoa,1978,31139.0,East Asia & Pacific,,
American Samoa,1979,31727.0,East Asia & Pacific,,
American Samoa,1980,32526.0,East Asia & Pacific,,
American Samoa,1981,33557.0,East Asia & Pacific,,
American Samoa,1982,34797.0,East Asia & Pacific,,
American Samoa,1983,36203.0,East Asia & Pacific,,
American Samoa,1984,37706.0,East Asia & Pacific,,
American Samoa,1985,39253.0,East Asia & Pacific,,
American Samoa,1986,40834.0,East Asia & Pacific,,
American Samoa,1987,42446.0,East Asia & Pacific,,
American Samoa,1988,44048.0,East Asia & Pacific,,
American Samoa,1989,45595.0,East Asia & Pacific,,
American Samoa,1990,47052.0,East Asia & Pacific,,
American Samoa,1991,48402.0,East Asia & Pacific,,
American Samoa,1992,49648.0,East Asia & Pacific,,
American Samoa,1993,50801.0,East Asia & Pacific,,
American Samoa,1994,51885.0,East Asia & Pacific,,
American Samoa,1995,52919.0,East Asia & Pacific,,
American Samoa,1996,53901.0,East Asia & Pacific,,
American Samoa,1997,54834.0,East Asia & Pacific,,
American Samoa,1998,55745.0,East Asia & Pacific,,
American Samoa,1999,56667.0,East Asia & Pacific,,
American Samoa,2000,57625.0,East Asia & Pacific,,
American Samoa,2001,58633.0,East Asia & Pacific,,
American Samoa,2002,59687.0,East Asia & Pacific,,
American Samoa,2003,60774.0,East Asia & Pacific,,
American Samoa,2004,61871.0,East Asia & Pacific,,
American Samoa,2005,62962.0,East Asia & Pacific,,
American Samoa,2006,64045.0,East Asia & Pacific,,
American Samoa,2007,65130.0,East Asia & Pacific,,
American Samoa,2008,66217.0,East Asia & Pacific,,
American Samoa,2009,67312.0,East Asia & Pacific,,
American Samoa,2010,68420.0,East Asia & Pacific,,
American Samoa,2011,69543.0,East Asia & Pacific,,
American Samoa,2012,70680.0,East Asia & Pacific,,
American Samoa,2013,71834.0,East Asia & Pacific,,
Andorra,1964,17438.0,Europe & Central Asia,,
Andorra,1965,18529.0,Europe & Central Asia,,
Andorra,1966,19640.0,Europe & Central Asia,,
Andorra,1967,20772.0,Europe & Central Asia,,
Andorra,1968,21931.0,Europe & Central Asia,,
Andorra,1969,23127.0,Europe & Central Asia,,
Andorra,1970,24364.0,Europe & Central Asia,,
Andorra,1971,25656.0,Europe & Central Asia,,
Andorra,1972,26997.0,Europe & Central Asia,,
Andorra,1973,28357.0,Europe & Central Asia,,
Andorra,1974,29688.0,Europe & Central Asia,,
Andorra,1975,30967.0,Europe & Central Asia,,
Andorra,1976,32156.0,Europe & Central Asia,,
Andorra,1977,33279.0,Europe & Central Asia,,
Andorra,1978,34432.0,Europe & Central Asia,,
Andorra,1979,35753.0,Europe & Central Asia,,
Andorra,1980,37328.0,Europe & Central Asia,,
Andorra,1981,39226.0,Europe & Central Asia,,
Andorra,1982,41390.0,Europe & Central Asia,,
Andorra,1983,43636.0,Europe & Central Asia,,
Andorra,1984,45702.0,Europe & Central Asia,,
Andorra,1985,47414.0,Europe & Central Asia,,
Andorra,1986,48653.0,Europe & Central Asia,,
Andorra,1987,49504.0,Europe & Central Asia,,
Andorra,1988,50236.0,Europe & Central Asia,,
Andorra,1989,51241.0,Europe & Central Asia,,
Andorra,1990,52773.0,Europe & Central Asia,,
Andorra,1991,54996.0,Europe & Central Asia,,
Andorra,1992,57767.0,Europe & Central Asia,,
Andorra,1993,60670.0,Europe & Central Asia,,
Andorra,1994,63111.0,Europe & Central Asia,,
Andorra,1995,64699.0,Europe & Central Asia,,
Andorra,1996,65227.0,Europe & Central Asia,,
Andorra,1997,64905.0,Europe & Central Asia,,
Andorra,1998,64246.0,Europe & Central Asia,,
Andorra,1999,63985.0,Europe & Central Asia,,
Andorra,2000,64634.0,Europe & Central Asia,,
Andorra,2001,66390.0,Europe & Central Asia,,
Andorra,2002,69043.0,Europe & Central Asia,,
Andorra,2003,72203.0,Europe & Central Asia,,
Andorra,2004,75292.0,Europe & Central Asia,,
Andorra,2005,77888.0,Europe & Central Asia,,
Andorra,2006,79874.0,Europe & Central Asia,,
Andorra,2007,81390.0,Europe & Central Asia,,
Andorra,2008,82577.0,Europe & Central Asia,,
Andorra,2009,83677.0,Europe & Central Asia,,
Andorra,2010,84864.0,Europe & Central Asia,,
Andorra,2011,86165.0,Europe & Central Asia,,
Andorra,2012,87518.0,Europe & Central Asia,,
Andorra,2013,88909.0,Europe & Central Asia,,
Angola,1964,5337063.0,Sub-Saharan Africa,34.604,7.425
Angola,1965,5431135.0,Sub-Saharan Africa,35.007,7.43
Angola,1966,5524090.0,Sub-Saharan Africa,35.41,7.422000000000001
Angola,1967,5617242.0,Sub-Saharan Africa,35.816,7.403
Angola,1968,5713156.0,Sub-Saharan Africa,36.222,7.375
Angola,1969,5815282.0,Sub-Saharan Africa,36.626999999999995,7.3389999999999995
Angola,1970,5926333.0,Sub-Saharan Africa,37.032,7.301
Angola,1971,6047736.0,Sub-Saharan Africa,37.439,7.263999999999999
Angola,1972,6179685.0,Sub-Saharan Africa,37.846,7.232
Angola,1973,6322194.0,Sub-Saharan Africa,38.247,7.207999999999999
Angola,1974,6474796.0,Sub-Saharan Africa,38.635,7.192
Angola,1975,6637419.0,Sub-Saharan Africa,38.998000000000005,7.185
Angola,1976,6808850.0,Sub-Saharan Africa,39.324,7.186
Angola,1977,6989988.0,Sub-Saharan Africa,39.605,7.189
Angola,1978,7185188.0,Sub-Saharan Africa,39.84,7.194
Angola,1979,7400231.0,Sub-Saharan Africa,40.029,7.197
Angola,1980,7638420.0,Sub-Saharan Africa,40.181999999999995,7.2
Angola,1981,7903368.0,Sub-Saharan Africa,40.311,7.2010000000000005
Angola,1982,8191774.0,Sub-Saharan Africa,40.429,7.202999999999999
Angola,1983,8491682.0,Sub-Saharan Africa,40.547,7.205
Angola,1984,8786652.0,Sub-Saharan Africa,40.671,7.207000000000001
Angola,1985,9065562.0,Sub-Saharan Africa,40.794000000000004,7.207999999999999
Angola,1986,9322550.0,Sub-Saharan Africa,40.902,7.206
Angola,1987,9562796.0,Sub-Saharan Africa,40.988,7.202000000000001
Angola,1988,9799680.0,Sub-Saharan Africa,41.05,7.194
Angola,1989,10052567.0,Sub-Saharan Africa,41.1,7.182
Angola,1990,10335052.0,Sub-Saharan Africa,41.151,7.165
Angola,1991,10653515.0,Sub-Saharan Africa,41.221000000000004,7.143
Angola,1992,11002910.0,Sub-Saharan Africa,41.32899999999999,7.1160000000000005
Angola,1993,11371750.0,Sub-Saharan Africa,41.495,7.087000000000001
Angola,1994,11742960.0,Sub-Saharan Africa,41.736000000000004,7.053999999999999
Angola,1995,12105105.0,Sub-Saharan Africa,42.073,7.019
Angola,1996,12452725.0,Sub-Saharan Africa,42.526,6.984
Angola,1997,12792237.0,Sub-Saharan Africa,43.088,6.949
Angola,1998,13138265.0,Sub-Saharan Africa,43.742,6.912999999999999
Angola,1999,13511575.0,Sub-Saharan Africa,44.468,6.877999999999999
Angola,2000,13926373.0,Sub-Saharan Africa,45.233999999999995,6.843999999999999
Angola,2001,14388244.0,Sub-Saharan Africa,46.004,6.811
Angola,2002,14890474.0,Sub-Saharan Africa,46.743,6.778
Angola,2003,15419943.0,Sub-Saharan Africa,47.425,6.742999999999999
Angola,2004,15957460.0,Sub-Saharan Africa,48.036,6.704
Angola,2005,16489021.0,Sub-Saharan Africa,48.571999999999996,6.657
Angola,2006,17010366.0,Sub-Saharan Africa,49.041000000000004,6.598
Angola,2007,17525367.0,Sub-Saharan Africa,49.471000000000004,6.523
Angola,2008,18037964.0,Sub-Saharan Africa,49.882,6.434
Angola,2009,18555115.0,Sub-Saharan Africa,50.286,6.331
Angola,2010,19081912.0,Sub-Saharan Africa,50.68899999999999,6.218
Angola,2011,19618432.0,Sub-Saharan Africa,51.093999999999994,6.099
Angola,2012,20162517.0,Sub-Saharan Africa,51.498000000000005,5.979
Angola,2013,20714494.0,Sub-Saharan Africa,51.898999999999994,5.8629999999999995
Anguilla,1964,6057.0,America,,
Anguilla,1965,6114.0,America,,
Anguilla,1966,6171.0,America,,
Anguilla,1967,6228.0,America,,
Anguilla,1968,6287.0,America,,
Anguilla,1969,6344.0,America,,
Anguilla,1970,6400.0,America,,
Anguilla,1971,6454.0,America,,
Anguilla,1972,6506.0,America,,
Anguilla,1973,6554.0,America,,
Anguilla,1974,6596.0,America,,
Anguilla,1975,6630.0,America,,
Anguilla,1976,6662.0,America,,
Anguilla,1977,6691.0,America,,
Anguilla,1978,6713.0,America,,
Anguilla,1979,6716.0,America,,
Anguilla,1980,6698.0,America,,
Anguilla,1981,6651.0,America,,
Anguilla,1982,6586.0,America,,
Anguilla,1983,6536.0,America,,
Anguilla,1984,6551.0,America,,
Anguilla,1985,6661.0,America,,
Anguilla,1986,6881.0,America,,
Anguilla,1987,7197.0,America,,
Anguilla,1988,7575.0,America,,
Anguilla,1989,7964.0,America,,
Anguilla,1990,8332.0,America,,
Anguilla,1991,8669.0,America,,
Anguilla,1992,8985.0,America,,
Anguilla,1993,9277.0,America,,
Anguilla,1994,9549.0,America,,
Anguilla,1995,9805.0,America,,
Anguilla,1996,10036.0,America,,
Anguilla,1997,10244.0,America,,
Anguilla,1998,10461.0,America,,
Anguilla,1999,10727.0,America,,
Anguilla,2000,11068.0,America,,
Anguilla,2001,11498.0,America,,
Anguilla,2002,12003.0,America,,
Anguilla,2003,12548.0,America,,
Anguilla,2004,13083.0,America,,
Anguilla,2005,13574.0,America,,
Anguilla,2006,14008.0,America,,
Anguilla,2007,14393.0,America,,
Anguilla,2008,14737.0,America,,
Anguilla,2009,15055.0,America,,
Anguilla,2010,15358.0,America,,
Anguilla,2011,15645.0,America,,
Anguilla,2012,15911.0,America,,
Anguilla,2013,16158.0,America,,
Antigua and Barbuda,1964,58653.0,America,63.775,4.25
Antigua and Barbuda,1965,59844.0,America,64.149,4.1930000000000005
Antigua and Barbuda,1966,61032.0,America,64.51100000000001,4.125
Antigua and Barbuda,1967,62226.0,America,64.865,4.042
Antigua and Barbuda,1968,63401.0,America,65.21300000000001,3.9419999999999997
Antigua and Barbuda,1969,64528.0,America,65.558,3.824
Antigua and Barbuda,1970,65587.0,America,65.898,3.6839999999999997
Antigua and Barbuda,1971,66554.0,America,66.232,3.517
Antigua and Barbuda,1972,67419.0,America,66.558,3.3280000000000003
Antigua and Barbuda,1973,68182.0,America,66.875,3.122
Antigua and Barbuda,1974,68848.0,America,67.181,2.908
Antigua and Barbuda,1975,69420.0,America,67.479,2.701
Antigua and Barbuda,1976,69910.0,America,67.768,2.5140000000000002
Antigua and Barbuda,1977,70301.0,America,68.051,2.358
Antigua and Barbuda,1978,70533.0,America,68.328,2.239
Antigua and Barbuda,1979,70525.0,America,68.602,2.1590000000000003
Antigua and Barbuda,1980,70228.0,America,68.873,2.115
Antigua and Barbuda,1981,69639.0,America,69.141,2.0980000000000003
Antigua and Barbuda,1982,68803.0,America,69.408,2.096
Antigua and Barbuda,1983,67792.0,America,69.671,2.0980000000000003
Antigua and Barbuda,1984,66701.0,America,69.931,2.0980000000000003
Antigua and Barbuda,1985,65614.0,America,70.186,2.092
Antigua and Barbuda,1986,64539.0,America,70.435,2.082
Antigua and Barbuda,1987,63510.0,America,70.675,2.07
Antigua and Barbuda,1988,62669.0,America,70.907,2.062
Antigua and Barbuda,1989,62192.0,America,71.132,2.0580000000000003
Antigua and Barbuda,1990,62202.0,America,71.351,2.061
Antigua and Barbuda,1991,62754.0,America,71.568,2.073
Antigua and Barbuda,1992,63802.0,America,71.783,2.096
Antigua and Barbuda,1993,65238.0,America,72.0,2.128
Antigua and Barbuda,1994,66895.0,America,72.219,2.166
Antigua and Barbuda,1995,68642.0,America,72.441,2.208
Antigua and Barbuda,1996,70450.0,America,72.664,2.248
Antigua and Barbuda,1997,72322.0,America,72.888,2.281
Antigua and Barbuda,1998,74190.0,America,73.11,2.3040000000000003
Antigua and Barbuda,1999,75985.0,America,73.329,2.316
Antigua and Barbuda,2000,77656.0,America,73.544,2.316
Antigua and Barbuda,2001,79165.0,America,73.755,2.305
Antigua and Barbuda,2002,80507.0,America,73.96,2.2880000000000003
Antigua and Barbuda,2003,81716.0,America,74.16,2.2680000000000002
Antigua and Barbuda,2004,82838.0,America,74.355,2.246
Antigua and Barbuda,2005,83916.0,America,74.544,2.224
Antigua and Barbuda,2006,84952.0,America,74.729,2.2030000000000003
Antigua and Barbuda,2007,85935.0,America,74.91,2.1830000000000003
Antigua and Barbuda,2008,86881.0,America,75.087,2.164
Antigua and Barbuda,2009,87802.0,America,75.263,2.146
Antigua and Barbuda,2010,88710.0,America,75.437,2.13
Antigua and Barbuda,2011,89612.0,America,75.61,2.115
Antigua and Barbuda,2012,90510.0,America,75.783,2.102
Antigua and Barbuda,2013,91404.0,America,75.954,2.089
Argentina,1964,21966478.0,America,65.388,3.068
Argentina,1965,22296628.0,America,65.48100000000001,3.0580000000000003
Argentina,1966,22622012.0,America,65.60300000000001,3.051
Argentina,1967,22944941.0,America,65.759,3.048
Argentina,1968,23273148.0,America,65.953,3.049
Argentina,1969,23616971.0,America,66.184,3.056
Argentina,1970,23983358.0,America,66.449,3.073
Argentina,1971,24376109.0,America,66.74,3.1039999999999996
Argentina,1972,24791983.0,America,67.044,3.148
Argentina,1973,25222223.0,America,67.34899999999999,3.2030000000000003
Argentina,1974,25654154.0,America,67.652,3.264
Argentina,1975,26078731.0,America,67.95,3.321
Argentina,1976,26492716.0,America,68.248,3.366
Argentina,1977,26899177.0,America,68.54899999999999,3.391
Argentina,1978,27303001.0,America,68.85600000000001,3.391
Argentina,1979,27711808.0,America,69.164,3.3680000000000003
Argentina,1980,28131040.0,America,69.464,3.325
Argentina,1981,28561561.0,America,69.74600000000001,3.27
Argentina,1982,29001060.0,America,70.00399999999999,3.213
Argentina,1983,29447973.0,America,70.235,3.1630000000000003
Argentina,1984,29899743.0,America,70.439,3.123
Argentina,1985,30354240.0,America,70.624,3.093
Argentina,1986,30810984.0,America,70.798,3.073
Argentina,1987,31269799.0,America,70.972,3.056
Argentina,1988,31729130.0,America,71.156,3.037
Argentina,1989,32187173.0,America,71.35300000000001,3.016
Argentina,1990,32642442.0,America,71.566,2.989
Argentina,1991,33093579.0,America,71.791,2.9560000000000004
Argentina,1992,33540023.0,America,72.024,2.918
Argentina,1993,33982035.0,America,72.257,2.875
Argentina,1994,34420352.0,America,72.48899999999999,2.827
Argentina,1995,34855160.0,America,72.719,2.7739999999999996
Argentina,1996,35287113.0,America,72.945,2.717
Argentina,1997,35714929.0,America,73.169,2.657
Argentina,1998,36134642.0,America,73.39,2.596
Argentina,1999,36541029.0,America,73.608,2.535
Argentina,2000,36930709.0,America,73.822,2.477
Argentina,2001,37302116.0,America,74.033,2.424
Argentina,2002,37657340.0,America,74.24,2.379
Argentina,2003,38001251.0,America,74.444,2.34
Argentina,2004,38340778.0,America,74.645,2.31
Argentina,2005,38681174.0,America,74.843,2.286
Argentina,2006,39023850.0,America,75.036,2.2680000000000002
Argentina,2007,39368066.0,America,75.225,2.254
Argentina,2008,39714298.0,America,75.41,2.241
Argentina,2009,40062470.0,America,75.592,2.228
Argentina,2010,40412376.0,America,75.77199999999999,2.215
Argentina,2011,40764561.0,America,75.95,2.201
Argentina,2012,41118986.0,America,76.128,2.188
Argentina,2013,41473982.0,America,76.305,2.175
Armenia,1964,2138133.0,Europe & Central Asia,67.714,4.1610000000000005
Armenia,1965,2204650.0,Europe & Central Asia,68.15100000000001,3.9789999999999996
Armenia,1966,2269475.0,Europe & Central Asia,68.587,3.7880000000000003
Armenia,1967,2332624.0,Europe & Central Asia,69.015,3.6060000000000003
Armenia,1968,2394635.0,Europe & Central Asia,69.425,3.447
Armenia,1969,2456370.0,Europe & Central Asia,69.808,3.3139999999999996
Armenia,1970,2518408.0,Europe & Central Asia,70.143,3.208
Armenia,1971,2580894.0,Europe & Central Asia,70.411,3.1180000000000003
Armenia,1972,2643464.0,Europe & Central Asia,70.604,3.032
Armenia,1973,2705584.0,Europe & Central Asia,70.722,2.9419999999999997
Armenia,1974,2766495.0,Europe & Central Asia,70.774,2.846
Armenia,1975,2825650.0,Europe & Central Asia,70.782,2.745
Armenia,1976,2882831.0,Europe & Central Asia,70.782,2.6460000000000004
Armenia,1977,2938181.0,Europe & Central Asia,70.797,2.555
Armenia,1978,2991954.0,Europe & Central Asia,70.837,2.479
Armenia,1979,3044564.0,Europe & Central Asia,70.896,2.421
Armenia,1980,3096298.0,Europe & Central Asia,70.936,2.385
Armenia,1981,3145885.0,Europe & Central Asia,70.90899999999999,2.373
Armenia,1982,3192877.0,Europe & Central Asia,70.775,2.381
Armenia,1983,3239212.0,Europe & Central Asia,70.518,2.406
Armenia,1984,3287588.0,Europe & Central Asia,70.149,2.441
Armenia,1985,3339147.0,Europe & Central Asia,69.697,2.481
Armenia,1986,3396511.0,Europe & Central Asia,69.204,2.519
Armenia,1987,3457054.0,Europe & Central Asia,68.73100000000001,2.549
Armenia,1988,3510439.0,Europe & Central Asia,68.331,2.5660000000000003
Armenia,1989,3542720.0,Europe & Central Asia,68.03699999999999,2.565
Armenia,1990,3544695.0,Europe & Central Asia,67.877,2.5380000000000003
Armenia,1991,3512051.0,Europe & Central Asia,67.86399999999999,2.4819999999999998
Armenia,1992,3449940.0,Europe & Central Asia,67.979,2.399
Armenia,1993,3370373.0,Europe & Central Asia,68.199,2.295
